;
;
;
;
;
0x26170726            
0xffffffff            
0x0   0x00416320      
0x1   0x00415C30      
0x3   0x00411170      
0x6   0x00BDEF40      
0x7   0x00BDF1B0      
0x8   0x0011FC50      
0x9   0x001203C0      
0xa   0x00BDF7E0      
0xf   0x00AD9840      
0x15  0x00109280      
0x17  0x001083B0      
0x19  0x0011317D      
0x28  0x00969F8E      
0x29  0x00964B70      
0x3b  0x0018F260      
0x3c  0x0018F560      
0x3d  0x0018EA90      
0x3e  0x0018F7E0      
;
0x20  0x00151AE0      
0x21  0x00105B20      
0x22  0x0159C8AC      
0x24  0x00111749      
0x2f  0x019DD3D8      
;
0x30  0x00000018      
0x31  0x00000034      
0x32  0x00000094      
0x33  0x00000000      
0x34  0x00000070      
0x35  0x01584024      
;
;
;
:EOS:
;
;
;
ArpTableAddrPtr     0x019F9B40      
ConfigAddr          0x01A04E6C      
PingPtr             0x015F1698      
;
SafeSpace           0x016e0000      
ImgCkSum            0x606b9942      
CodeCkSum           0x606b9942      
TimeTablePtr        0x01a7efd0
CritTablePtr        0x01a0d810
LogTablePtr         0x01a0d800
LogOptsPtr          0x01a0c330
;
Printf              0x00BDF7E0      
Socket              0x0041CDE0      
Bind                0x0041D9D0      
Connect             0x00420800      
Send                0x00420920      
Recv                0x00420E00      
Close               0x00421290      
Malloc              0x0011FC50      
Free                0x001203C0      
Resched             0x00110DE0      
;
;
;
:EOS:
;
