0x02005421
0xffffffff
0x0     0x00134434
0x1     0x00133794
0x3     0x0012E87C
0x6     0x00AEA304
0x7     0x00AEA5CC
0x8     0x0021D8B4
0x9     0x0021E11C
0xa     0x00AEBA8C
0xf     0x00A39C08
0x20    0x000C6990
0x21    0x00091D3C
0x22    0x01837720
0x24    0x00081480
0x2f    0x0197FE74
0x30    0x00000018
0x31    0x00000034
0x32    0x00000094
0x33    0x00000000
0x34    0x00000070
0x35    0x01822084
:EOS:
ArpTableAddrPtr      0x01BA29F0
ConfigAddr           0x019803F8
PingPtr              0x0183F338
SafeSpace            0x01000000
ImgCkSum             0x70717024
CodeCkSum            0xDA3AC68F
SystemCkSum          0xD6F47B49
TimeTablePtr         0x01980D38
LogTablePtr          0x0198045C
LogOptsPtr           0x01BF8570
CritTablePtr         0x0198046C
Printf               0x00AEBA8C
Socket               0x0013B7C0
Bind                 0x0013C3C8
Connect              0x0013F408
Send                 0x0013FBAC
Recv                 0x001400F8
Close                0x00140568
Malloc               0x0021D8B4
Free                 0x0021E11C
Resched              0x0009128C
:EOS:
