0x02005415
0xffffffff
0x0     0x00132638
0x1     0x00131998
0x3     0x0012CB28
0x6     0x00AE095C
0x7     0x00AE0C24
0x8     0x00219D10
0x9     0x0021A578
0xa     0x00AE20D8
0xf     0x00A30444
0x20    0x000C6000
0x21    0x00091C6C
0x22    0x0183771C
0x24    0x00081480
0x2f    0x0197FBA4
0x30    0x00000018
0x31    0x00000034
0x32    0x00000094
0x33    0x00000000
0x34    0x00000070
0x35    0x01822084
:EOS:
ArpTableAddrPtr      0x01BA15D0
ConfigAddr           0x01980130
PingPtr              0x0183F310
SafeSpace            0x01000000
ImgCkSum             0x63850792
CodeCkSum            0xBCBF0ED4
SystemCkSum          0x87164106
TimeTablePtr         0x01980A68
LogTablePtr          0x01980194
LogOptsPtr           0x01BF7150
CritTablePtr         0x019801A4
Printf               0x00AE20D8
Socket               0x0013997C
Bind                 0x0013A584
Connect              0x0013D5CC
Send                 0x0013DD64
Recv                 0x0013E2B0
Close                0x0013E728
Malloc               0x00219D10
Free                 0x0021A578
Resched              0x000911BC
:EOS:
