0x02005303
0xffffffff
0x0     0x00113304
0x1     0x0011281C
0x3     0x0010F788
0x6     0x008C0AAC
0x7     0x008C0E84
0x8     0x001CA3B8
0x9     0x001CAC6C
0xa     0x008C24D0
0xe     0x00898BC0
0xf     0x00851504
0x20    0x000B6790
0x21    0x00091594
0x22    0x013366E0
0x24    0x00081480
0x2f    0x01452FD8
0x30    0x00000018
0x31    0x00000034
0x32    0x00000070
0x33    0x00000000
0x34    0x0000004c
0x35    0x01322084
:EOS:
FlashChipAddr        0xBF000000
FlashSemAddr         0x01454178
FlashSemUseOffset    0x00000018
ArpTableAddrPtr      0x01622B90
ConfigAddr           0x01453538
PingPtr              0x0133D3DC
SafeSpace            0x01000000
ImgCkSum             0x763A3EED
CodeCkSum            0xC0A13257
SystemCkSum          0xE4FBB443
TimeTablePtr         0x01453DD8
LogTablePtr          0x01453590
LogOptsPtr           0x016752E0
CritTablePtr         0x014535A0
Printf               0x008C24D0
Socket               0x00119FF0
Bind                 0x0011ABF8
Connect              0x0011DBE8
Send                 0x0011E380
Recv                 0x0011E890
Close                0x0011ED08
Malloc               0x001CA3B8
Free                 0x001CAC6C
Resched              0x00090B44
:EOS:
