;
;
;
;
;
0x25180d22            
0xffffffff            
0x0   0x00306660      
0x1   0x00305D80      
0x3   0x00300940      
0x6   0x00C044C0      
0x7   0x00C04740      
0x8   0x0009ADC0      
0x9   0x0009B660      
0xa   0x00C05E60      
0xf   0x00ADE1E0      
0x15  0x00088CC0      
0x17  0x00088FE0      
0x19  0x00094CB0      
0x28  0x0087386F      
0x29  0x0086D2F4      
0x3b  0x000AC120      
0x3c  0x000AC4C0      
0x3d  0x000ABC40      
0x3e  0x000AC7C0      
;
0x20  0x006F7260      
0x21  0x00094080      
0x22  0x0191B078      
0x24  0x000932D8      
0x27  0x01600A04      
0x2f  0x01CAF740      
;
0x30  0x00000018      
0x31  0x00000034      
0x32  0x00000094      
0x33  0x00000000      
0x34  0x00000070      
0x35  0x019033AC      
;
;
;
:EOS:
;
;
;
ArpTableAddrPtr     0x01CC22C0      
ConfigAddr          0x01CC7540      
PingPtr             0x01624A3C      
SafeSpace           0x01600000      
CodeCkSum           0xf38b17f8      
ImgCkSum            0x4eb89d22      
TimeTablePtr        0x01cf7a90
CritTablePtr        0x01cca220
LogTablePtr         0x01cc9da0
LogOptsPtr          0x01cca230
;
Printf              0x00C05E60      
Socket              0x0030DC40      
Bind                0x0030E880      
Connect             0x00311B00      
Send                0x003125C0      
Recv                0x00312860      
Close               0x00312D40      
Malloc              0x0009ADC0      
Free                0x0009B660      
Resched             0x000927E0      
SyscallTable        0x01600A04      
;
;
;
:EOS:
;
