0x02005420
0xffffffff
0x0     0x00134028
0x1     0x00133388
0x3     0x0012E470
0x6     0x00AE969C
0x7     0x00AE9964
0x8     0x0021D428
0x9     0x0021DC90
0xa     0x00AEAE24
0xf     0x00A39058
0x20    0x000C68B0
0x21    0x00091D3C
0x22    0x01837720
0x24    0x00081480
0x2f    0x0197FE54
0x30    0x00000018
0x31    0x00000034
0x32    0x00000094
0x33    0x00000000
0x34    0x00000070
0x35    0x01822084
:EOS:
ArpTableAddrPtr      0x01BA29D0
ConfigAddr           0x019803D8
PingPtr              0x0183F338
SafeSpace            0x01000000
ImgCkSum             0x3C09F143
CodeCkSum            0x88F72E23
SystemCkSum          0x9BFECEB6
TimeTablePtr         0x01980D18
LogTablePtr          0x0198043C
LogOptsPtr           0x01BF8550
CritTablePtr         0x0198044C
Printf               0x00AEAE24
Socket               0x0013B388
Bind                 0x0013BF90
Connect              0x0013EFD0
Send                 0x0013F774
Recv                 0x0013FCC0
Close                0x00140130
Malloc               0x0021D428
Free                 0x0021DC90
Resched              0x0009128C
:EOS:
